"","ID","adj.P.Val","P.Value","t","B","logFC","SPOT_ID"
"64818_at","64818_at",0.10659142318754,0.00190228122325433,3.48291896906357,-1.26640833304378,0.108420025915758,64818
"635702_at","635702_at",0.10726184585236,0.00192225530201361,3.47870542249129,-1.27576793400021,0.0994158165641714,635702
"17768_at","17768_at",0.109416284641449,0.00197522990331332,-3.46773374234656,-1.30012451365682,-0.179821841754232,17768
"14293_at","14293_at",0.109416284641449,0.0019772058604563,-3.46733006705234,-1.3010202380775,-0.241145207576249,14293
"72999_at","72999_at",0.109899824845115,0.0019941500475928,-3.46388452789914,-1.30866442002659,-0.138398106526028,72999
"13124_at","13124_at",0.110145541236839,0.00201086256634008,-3.4605139246868,-1.3161402587265,-0.163692606887878,13124
"17691_at","17691_at",0.110145541236839,0.00201505806474204,3.45967205637837,-1.31800715889041,0.272374544271159,17691
"232406_at","232406_at",0.110985678972412,0.00203871542915272,-3.45495669484332,-1.32846139091666,-0.187728250391162,232406
"228880_at","228880_at",0.111657217772682,0.00205938864918253,-3.45087955920336,-1.3374973394236,-0.114689112079365,228880
"67231_at","67231_at",0.115399572827385,0.00213702912643306,3.43591532158637,-1.37063534301068,0.0823989662021165,67231
"545966_at","545966_at",0.116613417166304,0.00216821541774266,-3.43005304258179,-1.38360578504924,-0.133477610198919,545966
"66654_at","66654_at",0.116617991257849,0.00219109871354956,-3.42580348986842,-1.39300395651009,-0.288660355583956,66654
